Business Unit,Division,Family,Product,Product Description,UoM,Orderable UoM,Barcode (GTIN)
Coronary,Wires,Intermediate,22317HJ,+ACI-HI-TORQUE Intermediate+AK4- Guide Wire w/Hydrocoat .014+ACIAIg- J Tip 3.0 cm x 190 cm+ACI-,EA,1,08717648079801
Coronary,Wires,Intermediate,22317HJ,+ACI-HI-TORQUE Intermediate+AK4- Guide Wire w/Hydrocoat .014+ACIAIg- J Tip 3.0 cm x 190 cm+ACI-,PCK,Reference Only,28717648079805
Coronary,Wires,Intermediate,22317M,+ACI-HI-TORQUE Intermediate+AK4- Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190 cm+ACI-,EA,1,08717648079832
Coronary,Wires,Intermediate,22317M,+ACI-HI-TORQUE Intermediate+AK4- Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190 cm+ACI-,PCK,Reference Only,28717648079836
Coronary,Wires,Intermediate,22317MJ,+ACI-HI-TORQUE Intermediate+AK4- Guide Wire .014+ACIAIg- J Tip 3.0 cm x 190 cm+ACI-,EA,1,08717648079887
Coronary,Wires,Intermediate,22317MJ,+ACI-HI-TORQUE Intermediate+AK4- Guide Wire .014+ACIAIg- J Tip 3.0 cm x 190 cm+ACI-,PCK,Reference Only,28717648079881
Coronary,Wires,Iron Man,1001309,+ACI-HI-TORQUE IRON MAN+ISI- Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190 cm+ACI-,EA,1,08717648013645
Coronary,Wires,Iron Man,1001309,+ACI-HI-TORQUE IRON MAN+ISI- Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190 cm+ACI-,PCK,Reference Only,28717648013649
Coronary,Wires,Iron Man,1001311,+ACI-HI-TORQUE IRON MAN+ISI- Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300 cm+ACI-,EA,1,08717648013652
Coronary,Wires,Iron Man,1001311,+ACI-HI-TORQUE IRON MAN+ISI- Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300 cm+ACI-,PCK,Reference Only,28717648013656
Coronary,Wires,Iron Man,1001309J,+ACI-HI-TORQUE IRON MAN+ISI- Guide Wire .014+ACIAIg- J Tip 3.0 cm x 190 cm+ACI-,EA,1,08717648015748
Coronary,Wires,Iron Man,1001309J,+ACI-HI-TORQUE IRON MAN+ISI- Guide Wire .014+ACIAIg- J Tip 3.0 cm x 190 cm+ACI-,PCK,Reference Only,28717648015742
Coronary,Wires,Iron Man,1001311J,+ACI-HI-TORQUE IRON MAN+ISI- Guide Wire .014+ACIAIg- J Tip 3.0 cm x 300 cm+ACI-,PCK,Reference Only,28717648015759
Coronary,Wires,Iron Man,1001311J,+ACI-HI-TORQUE IRON MAN+ISI- Guide Wire .014+ACIAIg- J Tip 3.0 cm x 300 cm+ACI-,EA,1,08717648015755
Coronary,Wires,PROGRESS,1011836,+ACI-HI-TORQUE PROGRESS+ISI- 40 Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190cm+ACI-,PCK,5,28717648144084
Coronary,Wires,PROGRESS,1011836,+ACI-HI-TORQUE PROGRESS+ISI- 40 Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190cm+ACI-,EA,Reference Only,08717648144080
Coronary,Wires,PROGRESS,1011837,+ACI-HI-TORQUE PROGRESS+ISI- 40 Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300cm+ACI-,PCK,Reference Only,28717648144091
Coronary,Wires,PROGRESS,1011837,+ACI-HI-TORQUE PROGRESS+ISI- 40 Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300cm+ACI-,EA,1,08717648144097
Coronary,Wires,PROGRESS,1011838,+ACI-HI-TORQUE PROGRESS+ISI- 80 Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190cm+ACI-,EA,1,08717648144103
Coronary,Wires,PROGRESS,1011838,+ACI-HI-TORQUE PROGRESS+ISI- 80 Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190cm+ACI-,PCK,Reference Only,28717648144107
Coronary,Wires,PROGRESS,1011839,+ACI-HI-TORQUE PROGRESS+ISI- 80 Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300cm+ACI-,PCK,Reference Only,28717648144114
Coronary,Wires,PROGRESS,1011839,+ACI-HI-TORQUE PROGRESS+ISI- 80 Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300cm+ACI-,EA,1,08717648144110
Coronary,Wires,PROGRESS,1011840,+ACI-HI-TORQUE PROGRESS+ISI- 140T Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190 cm+ACI-,PCK,Reference Only,28717648144121
Coronary,Wires,PROGRESS,1011840,+ACI-HI-TORQUE PROGRESS+ISI- 140T Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190 cm+ACI-,EA,1,08717648144127
Coronary,Wires,PROGRESS,1011841,+ACI-HI-TORQUE PROGRESS+ISI- 140T Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300cm+ACI-,PCK,Reference Only,28717648144138
Coronary,Wires,PROGRESS,1011841,+ACI-HI-TORQUE PROGRESS+ISI- 140T Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300cm+ACI-,EA,1,08717648144134
Coronary,Wires,PROGRESS,1011842,+ACI-HI-TORQUE PROGRESS+ISI- 200T Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190 cm+ACI-,PCK,Reference Only,28717648137987
Coronary,Wires,PROGRESS,1011842,+ACI-HI-TORQUE PROGRESS+ISI- 200T Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190 cm+ACI-,EA,1,08717648137983
Coronary,Wires,PROGRESS,1011843,+ACI-HI-TORQUE PROGRESS+ISI- 200T Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300cm+ACI-,EA,1,08717648137990
Coronary,Wires,PROGRESS,1011843,+ACI-HI-TORQUE PROGRESS+ISI- 200T Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300cm+ACI-,PCK,Reference Only,28717648137994
Coronary,Wires,PROGRESS,1011844,+ACI-HI-TORQUE PROGRESS+ISI- 120 Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190cm+ACI-,PCK,Reference Only,28717648138007
Coronary,Wires,PROGRESS,1011844,+ACI-HI-TORQUE PROGRESS+ISI- 120 Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190cm+ACI-,EA,1,08717648138003
Coronary,Wires,PROGRESS,1011845,+ACI-HI-TORQUE PROGRESS+ISI- 120 Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300cm+ACI-,PCK,Reference Only,28717648138014
Coronary,Wires,PROGRESS,1011845,+ACI-HI-TORQUE PROGRESS+ISI- 120 Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300cm+ACI-,EA,1,08717648138010
Coronary,Wires,Pilot,1010480-H,+ACI-HI-TORQUE PILOT+ISI- 50 Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190 cm+ACI-,PCK,Reference Only,28717648073858
Coronary,Wires,Pilot,1010480-H,+ACI-HI-TORQUE PILOT+ISI- 50 Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190 cm+ACI-,EA,1,08717648073854
Coronary,Wires,Pilot,1010480-HJ,+ACI-HI-TORQUE PILOT+ISI- 50 Guide Wire .014+ACIAIg- J Tip 3.0 cm x 190 cm+ACI-,PCK,Reference Only,28717648073865
Coronary,Wires,Pilot,1010480-HJ,+ACI-HI-TORQUE PILOT+ISI- 50 Guide Wire .014+ACIAIg- J Tip 3.0 cm x 190 cm+ACI-,EA,1,08717648073861
Coronary,Wires,Pilot,1010481-H,+ACI-HI-TORQUE PILOT+ISI- 150 Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190 cm+ACI-,EA,1,08717648073878
Coronary,Wires,Pilot,1010481-H,+ACI-HI-TORQUE PILOT+ISI- 150 Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190 cm+ACI-,PCK,Reference Only,28717648073872
Coronary,Wires,Pilot,1010481-HJ,+ACI-HI-TORQUE PILOT+ISI- 150 Guide Wire .014+ACIAIg- J Tip 3.0 cm x 190 cm+ACI-,EA,1,08717648073885
Coronary,Wires,Pilot,1010481-HJ,+ACI-HI-TORQUE PILOT+ISI- 150 Guide Wire .014+ACIAIg- J Tip 3.0 cm x 190 cm+ACI-,PCK,Reference Only,28717648073889
Coronary,Wires,Pilot,1010482-H,+ACI-HI-TORQUE PILOT+ISI- 200 Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190 cm+ACI-,PCK,Reference Only,28717648073896
Coronary,Wires,Pilot,1010482-H,+ACI-HI-TORQUE PILOT+ISI- 200 Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190 cm+ACI-,EA,1,08717648073892
Coronary,Wires,Pilot,1010482-HJ,+ACI-HI-TORQUE PILOT+ISI- 200 Guide Wire .014+ACIAIg- J Tip 3.0 cm x 190 cm+ACI-,PCK,Reference Only,28717648073902
Coronary,Wires,Pilot,1010482-HJ,+ACI-HI-TORQUE PILOT+ISI- 200 Guide Wire .014+ACIAIg- J Tip 3.0 cm x 190 cm+ACI-,EA,1,08717648073908
Coronary,Wires,Pilot,1010483-H,+ACI-HI-TORQUE PILOT+ISI- 50 Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300 cm+ACI-,PCK,Reference Only,28717648073919
Coronary,Wires,Pilot,1010483-H,+ACI-HI-TORQUE PILOT+ISI- 50 Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300 cm+ACI-,EA,1,08717648073915
Coronary,Wires,Pilot,1010483-HJ,+ACI-HI-TORQUE PILOT+ISI- 50 Guide Wire .014+ACIAIg- J Tip 3.0 cm x 300 cm+ACI-,PCK,Reference Only,28717648073926
Coronary,Wires,Pilot,1010483-HJ,+ACI-HI-TORQUE PILOT+ISI- 50 Guide Wire .014+ACIAIg- J Tip 3.0 cm x 300 cm+ACI-,EA,1,08717648073922
Coronary,Wires,Pilot,1010484-H,+ACI-HI-TORQUE PILOT+ISI- 150 Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300 cm+ACI-,PCK,Reference Only,28717648073933
Coronary,Wires,Pilot,1010484-H,+ACI-HI-TORQUE PILOT+ISI- 150 Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300 cm+ACI-,EA,1,08717648073939
Coronary,Wires,Pilot,1010484-HJ,+ACI-HI-TORQUE PILOT+ISI- 150 Guide Wire .014+ACIAIg- J Tip 3.0 cm x 300 cm+ACI-,PCK,Reference Only,28717648073940
Coronary,Wires,Pilot,1010484-HJ,+ACI-HI-TORQUE PILOT+ISI- 150 Guide Wire .014+ACIAIg- J Tip 3.0 cm x 300 cm+ACI-,EA,1,08717648073946
Coronary,Wires,Pilot,1010485-H,+ACI-HI-TORQUE PILOT+ISI- 200 Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300 cm+ACI-,EA,1,08717648073953
Coronary,Wires,Pilot,1010485-H,+ACI-HI-TORQUE PILOT+ISI- 200 Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300 cm+ACI-,PCK,Reference Only,28717648073957
Coronary,Wires,Pilot,1010485-HJ,+ACI-HI-TORQUE PILOT+ISI- 200 Guide Wire .014+ACIAIg- J Tip 3.0 cm x 300 cm+ACI-,EA,1,08717648073960
Coronary,Wires,Pilot,1010485-HJ,+ACI-HI-TORQUE PILOT+ISI- 200 Guide Wire .014+ACIAIg- J Tip 3.0 cm x 300 cm+ACI-,PCK,Reference Only,28717648073964
Coronary,Wires,Sion Blue,AHW14R004S,ASAHI SION blue PTCA Guide Wire 180 cm,EA,Reference Only,04547327086226
Coronary,Wires,Sion Blue,AHW14R004S,ASAHI SION blue PTCA Guide Wire 180 cm,PCK,5,14547327086223
Coronary,Wires,Sion Blue,AHW14R304S,ASAHI SION blue PTCA Guide Wire 300 cm,EA,Reference Only,04547327086233
Coronary,Wires,Sion Blue,AHW14R304S,ASAHI SION blue PTCA Guide Wire 300 cm,PCK,5,14547327086230
Coronary,Wires,Standard,22318H,+ACI-HI-TORQUE STANDARD+AK4- Guide Wire w/Hydrocoat .014+ACIAIg- Straight Tip 2.0 cm x 190cm+ACI-,EA,1,08717648079917
Coronary,Wires,Standard,22318H,+ACI-HI-TORQUE STANDARD+AK4- Guide Wire w/Hydrocoat .014+ACIAIg- Straight Tip 2.0 cm x 190cm+ACI-,PCK,Reference Only,28717648079911
Coronary,Wires,Standard,22318H-903,+ACI-HI-TORQUE STANDARD+AK4- Guide Wire w/Hydrocoat .014+ACIAIg- Straight Tip 30cm x 190cm+ACI-,PCK,Reference Only,28717648079935
Coronary,Wires,Standard,22318H-903,+ACI-HI-TORQUE STANDARD+AK4- Guide Wire w/Hydrocoat .014+ACIAIg- Straight Tip 30cm x 190cm+ACI-,EA,1,08717648079931
Coronary,Wires,Standard,22318HJ,+ACI-HI-TORQUE STANDARD+AK4- Guide Wire w/Hydrocoat .014+ACIAIg- J Tip 2.0 cm x 190 cm+ACI-,PCK,Reference Only,28717648079942
Coronary,Wires,Standard,22318HJ,+ACI-HI-TORQUE STANDARD+AK4- Guide Wire w/Hydrocoat .014+ACIAIg- J Tip 2.0 cm x 190 cm+ACI-,EA,1,08717648079948
Coronary,Wires,Standard,22318HJ-903,+ACI-HI-TORQUE STANDARD+AK4- Guide Wire w/Hydrocoat .014+ACIAIg- J Tip 30cm x 190cm+ACI-,PCK,Reference Only,28717648079959
Coronary,Wires,Standard,22318HJ-903,+ACI-HI-TORQUE STANDARD+AK4- Guide Wire w/Hydrocoat .014+ACIAIg- J Tip 30cm x 190cm+ACI-,EA,1,08717648079955
Coronary,Wires,Standard,22318M,+ACI-HI-TORQUE STANDARD+AK4- Guide Wire .014+ACIAIg- Straight Tip 2.0 cm x 190 cm+ACI-,PCK,Reference Only,28717648079966
Coronary,Wires,Standard,22318M,+ACI-HI-TORQUE STANDARD+AK4- Guide Wire .014+ACIAIg- Straight Tip 2.0 cm x 190 cm+ACI-,EA,1,08717648079962
Coronary,Wires,Standard,22318M-901,+ACI-HI-TORQUE STANDARD+AK4- Guide Wire with MICROGLIDE+AK4- Coating .014+ACIAIg- Straight Tip 2.0 cm x 300 cm+ACI-,EA,1,08717648079986
Coronary,Wires,Standard,22318M-901,+ACI-HI-TORQUE STANDARD+AK4- Guide Wire with MICROGLIDE+AK4- Coating .014+ACIAIg- Straight Tip 2.0 cm x 300 cm+ACI-,PCK,Reference Only,28717648079980
Coronary,Wires,Standard,22320H-901,+ACI-HI-TORQUE STANDARD+AK4- Guide Wire w/Hydrocoat .014+ACIAIg- Straight Tip 2.0 cm x 300 cm+ACI-,EA,1,08717648080029
Coronary,Wires,Standard,22320H-901,+ACI-HI-TORQUE STANDARD+AK4- Guide Wire w/Hydrocoat .014+ACIAIg- Straight Tip 2.0 cm x 300 cm+ACI-,PCK,Reference Only,28717648080023
Coronary,Wires,Standard,22320M-901,+ACI-HI-TORQUE STANDARD+AK4- Guide Wire .014+ACIAIg- Straight Tip 2.0 cm x 300 cm+ACI-,PCK,Reference Only,28717648080030
Coronary,Wires,Standard,22320M-901,+ACI-HI-TORQUE STANDARD+AK4- Guide Wire .014+ACIAIg- Straight Tip 2.0 cm x 300 cm+ACI-,EA,1,08717648080036
Coronary,Wires,Traverse,22349H,+ACI-HI-TORQUE TRAVERSE+AK4- Guide Wire w/Hydrocoat .014+ACIAIg- Straight Tip 3.0 cm x 190 cm+ACI-,PCK,Reference Only,28717648080153
Coronary,Wires,Traverse,22349H,+ACI-HI-TORQUE TRAVERSE+AK4- Guide Wire w/Hydrocoat .014+ACIAIg- Straight Tip 3.0 cm x 190 cm+ACI-,EA,1,08717648080159
Coronary,Wires,Traverse,22349M,+ACI-HI-TORQUE TRAVERSE+AK4- Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190 cm+ACI-,PCK,Reference Only,28717648080214
Coronary,Wires,Traverse,22349M,+ACI-HI-TORQUE TRAVERSE+AK4- Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190 cm+ACI-,EA,1,08717648080210
Coronary,Wires,Traverse,22379H,+ACI-HI-TORQUE TRAVERSE+AK4- Guide Wire w/Hydrocoat .014+ACIAIg- Straight Tip 3.0 cm x 300 cm+ACI-,EA,1,08717648080388
Coronary,Wires,Traverse,22379H,+ACI-HI-TORQUE TRAVERSE+AK4- Guide Wire w/Hydrocoat .014+ACIAIg- Straight Tip 3.0 cm x 300 cm+ACI-,PCK,Reference Only,28717648080382
Coronary,Wires,Traverse,22379M,+ACI-HI-TORQUE TRAVERSE+AK4- Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300 cm+ACI-,PCK,Reference Only,28717648080429
Coronary,Wires,Traverse,22379M,+ACI-HI-TORQUE TRAVERSE+AK4- Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300 cm+ACI-,EA,1,08717648080425
Coronary,Wires,Traverse,22379MJ,+ACI-HI-TORQUE TRAVERSE+AK4- Guide Wire .014+ACIAIg- J Tip 3.0 cmx 300 cm+ACI-,PCK,Reference Only,28717648080443
Coronary,Wires,Traverse,22379MJ,+ACI-HI-TORQUE TRAVERSE+AK4- Guide Wire .014+ACIAIg- J Tip 3.0 cmx 300 cm+ACI-,EA,1,08717648080449
Coronary,Wires,Whisper,1005351H,+ACI-HI-TORQUE WHISPER+ISI- LS Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190 cm+ACI-,PCK,Reference Only,28717648037744
Coronary,Wires,Whisper,1005351H,+ACI-HI-TORQUE WHISPER+ISI- LS Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190 cm+ACI-,EA,1,08717648037740
Coronary,Wires,Whisper,1005351HJ,+ACI-HI-TORQUE WHISPER+ISI- LS Guide Wire .014+ACIAIg- J Tip 3.0 cm x 190 cm+ACI-,PCK,Reference Only,28717648037751
Coronary,Wires,Whisper,1005351HJ,+ACI-HI-TORQUE WHISPER+ISI- LS Guide Wire .014+ACIAIg- J Tip 3.0 cm x 190 cm+ACI-,EA,1,08717648037757
Coronary,Wires,Whisper,1005353H,+ACI-HI-TORQUE WHISPER+ISI- LS Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300 cm+ACI-,PCK,Reference Only,28717648037768
Coronary,Wires,Whisper,1005353H,+ACI-HI-TORQUE WHISPER+ISI- LS Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300 cm+ACI-,EA,1,08717648037764
Coronary,Wires,Whisper,1005353HJ,+ACI-HI-TORQUE WHISPER+ISI- LS Guide Wire .014+ACIAIg- J Tip 3.0 cm x 300 cm+ACI-,PCK,Reference Only,28717648037775
Coronary,Wires,Whisper,1005353HJ,+ACI-HI-TORQUE WHISPER+ISI- LS Guide Wire .014+ACIAIg- J Tip 3.0 cm x 300 cm+ACI-,EA,1,08717648037771
Coronary,Wires,Whisper,1005357H,+ACI-HI-TORQUE WHISPER+ISI- MS Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190 cm+ACI-,PCK,Reference Only,28717648037805
Coronary,Wires,Whisper,1005357H,+ACI-HI-TORQUE WHISPER+ISI- MS Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 190 cm+ACI-,EA,1,08717648037801
Coronary,Wires,Whisper,1005357HJ,+ACI-HI-TORQUE WHISPER+ISI- MS Guide Wire .014+ACIAIg- J Tip 3.0 cm x 190 cm+ACI-,PCK,Reference Only,28717648037812
Coronary,Wires,Whisper,1005357HJ,+ACI-HI-TORQUE WHISPER+ISI- MS Guide Wire .014+ACIAIg- J Tip 3.0 cm x 190 cm+ACI-,EA,1,08717648037818
Coronary,Wires,Whisper,1005359H,+ACI-HI-TORQUE WHISPER+ISI- MS Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300 cm+ACI-,EA,1,08717648037825
Coronary,Wires,Whisper,1005359H,+ACI-HI-TORQUE WHISPER+ISI- MS Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300 cm+ACI-,PCK,Reference Only,28717648037829
Coronary,Wires,Whisper,1005359HJ,+ACI-HI-TORQUE WHISPER+ISI- MS Guide Wire .014+ACIAIg- J Tip 3.0 cm x 300 cm+ACI-,EA,1,08717648037832
Coronary,Wires,Whisper,1005359HJ,+ACI-HI-TORQUE WHISPER+ISI- MS Guide Wire .014+ACIAIg- J Tip 3.0 cm x 300 cm+ACI-,PCK,Reference Only,28717648037836
Coronary,Wires,Whisper,1011834H,+ACI-HI-TORQUE WHISPER+ISI- ES Guide Wire .014+ACIAIg- StraightTip 3.0 cm x 190 cm+ACI-,PCK,Reference Only,28717648116104
Coronary,Wires,Whisper,1011834H,+ACI-HI-TORQUE WHISPER+ISI- ES Guide Wire .014+ACIAIg- StraightTip 3.0 cm x 190 cm+ACI-,EA,1,08717648116100
Coronary,Wires,Whisper,1011834HJ,+ACI-HI-TORQUE WHISPER+ISI- ES Guide Wire .014+ACIAIg- J Tip 3.0 cm x 190 cm+ACI-,EA,1,08717648116094
Coronary,Wires,Whisper,1011834HJ,+ACI-HI-TORQUE WHISPER+ISI- ES Guide Wire .014+ACIAIg- J Tip 3.0 cm x 190 cm+ACI-,PCK,Reference Only,28717648116098
Coronary,Wires,Whisper,1011835H,+ACI-HI-TORQUE WHISPER+ISI- ES Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300 cm+ACI-,EA,1,08717648116117
Coronary,Wires,Whisper,1011835H,+ACI-HI-TORQUE WHISPER+ISI- ES Guide Wire .014+ACIAIg- Straight Tip 3.0 cm x 300 cm+ACI-,PCK,Reference Only,28717648116111
Coronary,Wires,Whisper,1011835HJ,+ACI-HI-TORQUE WHISPER+ISI- ES Guide Wire .014+ACIAIg- J Tip 3.0 cm x 300 cm+ACI-,PCK,Reference Only,28717648116128
Coronary,Wires,Whisper,1011835HJ,+ACI-HI-TORQUE WHISPER+ISI- ES Guide Wire .014+ACIAIg- J Tip 3.0 cm x 300 cm+ACI-,EA,1,08717648116124
Coronary,Wires,Wiggle,22299M-W2,+ACI-HI-TORQUE WIGGLE+ISI- Guide Wire .014+ACIAIg- Straight Tip 2.0 cm x 190 cm+ACI-,EA,1,08717648079719
Coronary,Wires,Wiggle,22299M-W2,+ACI-HI-TORQUE WIGGLE+ISI- Guide Wire .014+ACIAIg- Straight Tip 2.0 cm x 190 cm+ACI-,PCK,Reference Only,28717648079713
Coronary,Wires,Wiggle,22299M-W30,+ACI-HI-TORQUE WIGGLE+ISI- Guide Wire .014+ACIAIg- Straight Tip 30 cm x 190 cm+ACI-,EA,1,08717648079726
Coronary,Wires,Wiggle,22299M-W30,+ACI-HI-TORQUE WIGGLE+ISI- Guide Wire .014+ACIAIg- Straight Tip 30 cm x 190 cm+ACI-,PCK,Reference Only,28717648079720
Coronary,Wires,Wiggle,22359M-W2,+ACI-HI-TORQUE WIGGLE+ISI- Guide Wire .014+ACIAIg- Straight Tip 2.0 cm x 300 cm+ACI-,PCK,Reference Only,28717648080344
Coronary,Wires,Wiggle,22359M-W2,+ACI-HI-TORQUE WIGGLE+ISI- Guide Wire .014+ACIAIg- Straight Tip 2.0 cm x 300 cm+ACI-,EA,1,08717648080340
Coronary,Wires,Wiggle,22399M-W30,+ACI-HI-TORQUE WIGGLE+ISI- Guide Wire .014+ACIAIg- Straight Tip 30 cm x 300 cm+ACI-,PCK,Reference Only,28717648080481
Coronary,Wires,Wiggle,22399M-W30,+ACI-HI-TORQUE WIGGLE+ISI- Guide Wire .014+ACIAIg- Straight Tip 30 cm x 300 cm+ACI-,EA,1,08717648080487
Endovascular,Peripheral/Carotid,Absolute Pro Vascular,1012528-100,Absolute Pro Vascular Self-Expanding Stent System 6.0 mm x 100 mm x 80 cm / Over-The-Wire,EA,1,08717648175572
Endovascular,Peripheral/Carotid,Absolute Pro Vascular,1012528-20,Absolute Pro Vascular Self-Expanding Stent System 6.0 mm x 20 mm x 80 cm / Over-The-Wire,EA,1,08717648175527
Endovascular,Peripheral/Carotid,Absolute Pro Vascular,1012528-30,Absolute Pro Vascular Self-Expanding Stent System 6.0 mm x 30 mm x 80 cm / Over-The-Wire,EA,1,08717648175534
Endovascular,Peripheral/Carotid,Absolute Pro Vascular,1012528-40,Absolute Pro Vascular Self-Expanding Stent System 6.0 mm x 40 mm x 80 cm / Over-The-Wire,EA,1,08717648175541
Endovascular,Peripheral/Carotid,Absolute Pro Vascular,1012528-60,Absolute Pro Vascular Self-Expanding Stent System 6.0 mm x 60 mm x 80 cm / Over-The-Wire,EA,1,08717648175558
Endovascular,Peripheral/Carotid,Absolute Pro Vascular,1012528-80,Absolute Pro Vascular Self-Expanding Stent System 6.0 mm x 80 mm x 80 cm / Over-The-Wire,EA,1,08717648175565
Endovascular,Peripheral/Carotid,Absolute Pro Vascular,1012529-100,Absolute Pro Vascular Self-Expanding Stent System 7.0 mm x 100 mm x 80 cm / Over-The-Wire,EA,1,08717648175657
Endovascular,Peripheral/Carotid,Absolute Pro Vascular,1012529-20,Absolute Pro Vascular Self-Expanding Stent System 7.0 mm x 20 mm x 80 cm / Over-The-Wire,EA,1,08717648175602
Endovascular,Peripheral/Carotid,Absolute Pro Vascular,1012529-30,Absolute Pro Vascular Self-Expanding Stent System 7.0 mm x 30 mm x 80 cm / Over-The-Wire,EA,1,08717648175619
Endovascular,Peripheral/Carotid,Absolute Pro Vascular,1012529-40,Absolute Pro Vascular Self-Expanding Stent System 7.0 mm x 40 mm x 80 cm / Over-The-Wire,EA,1,08717648175626
Endovascular,Peripheral/Carotid,Absolute Pro Vascular,1012529-60,Absolute Pro Vascular Self-Expanding Stent System 7.0 mm x 60 mm x 80 cm / Over-The-Wire,EA,1,08717648175633
Endovascular,Peripheral/Carotid,Absolute Pro Vascular,1012529-80,Absolute Pro Vascular Self-Expanding Stent System 7.0 mm x 80 mm x 80 cm / Over-The-Wire,EA,1,08717648175640
Endovascular,Peripheral/Carotid,Absolute Pro Vascular,1012530-100,Absolute Pro Vascular Self-Expanding Stent System 8.0 mm x 100 mm x 80 cm / Over-The-Wire,EA,1,08717648175732
Endovascular,Peripheral/Carotid,Absolute Pro Vascular,1012530-20,Absolute Pro Vascular Self-Expanding Stent System 8.0 mm x 20 mm x 80 cm / Over-The-Wire,EA,1,08717648175688
Endovascular,Peripheral/Carotid,Absolute Pro Vascular,1012530-30,Absolute Pro Vascular Self-Expanding Stent System 8.0 mm x 30 mm x 80 cm / Over-The-Wire,EA,1,08717648175695
Endovascular,Peripheral/Carotid,Absolute Pro Vascular,1012530-40,Absolute Pro Vascular Self-Expanding Stent System 8.0 mm x 40 mm x 80 cm / Over-The-Wire,EA,1,08717648175701
Endovascular,Peripheral/Carotid,Absolute Pro Vascular,1012530-60,Absolute Pro Vascular Self-Expanding Stent System 8.0 mm x 60 mm x 80 cm / Over-The-Wire,EA,1,08717648175718
Endovascular,Peripheral/Carotid,Absolute Pro Vascular,1012530-80,Absolute Pro Vascular Self-Expanding Stent System 8.0 mm x 80 mm x 80 cm / Over-The-Wire,EA,1,08717648175725
Endovascular,Peripheral/Carotid,Absolute Pro Vascular,1012531-100,Absolute Pro Vascular Self-Expanding Stent System 9.0 mm x 100 mm x 80 cm / Over-The-Wire,EA,1,08717648175817
Endovascular,Peripheral/Carotid,Absolute Pro Vascular,1012531-20,Absolute Pro Vascular Self-Expanding Stent System 9.0 mm x 20 mm x 80 cm / Over-The-Wire,EA,1,08717648175763
Endovascular,Peripheral/Carotid,Absolute Pro Vascular,1012531-30,Absolute Pro Vascular Self-Expanding Stent System 9.0 mm x 30 mm x 80 cm / Over-The-Wire,EA,1,08717648175770
